cve_id,repo_id,fix_commit_sha,status,reason,parent_count,all_parents_resolve,is_merge,reachable_from_indexed_refs,reachability_basis,containing_ref_count
CVE-2020-22040,FFmpeg,1a0c584abc9709b1d11dbafef05d22e0937d7d19,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,5b4100cbaedfea847a10c689c0dc75313972c350,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,4f566654e744c7810f4afdd91fe00fdd1ef46646,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,a0307736e70b2f02f0886bc7864f604692aac401,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,ac6c213c4eb1132f53d401099dc5e7df32705609,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,3488e0977c671568731afa12b811adce9d4d807f,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22041,FFmpeg,c6fdee52746eb1aa2a74fc4adb368bf4a376ddf2,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22042,FFmpeg,a23078a721682268caf03fc6d24a6ab202d309ae,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22042,FFmpeg,426c16d61a9b5056a157a1a2a057a4e4d13eef84,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22043,FFmpeg,b288a7eb3d963a175e177b6219c8271076ee8590,resolved,,1,True,False,True,commit_node_from_git_log_all,
CVE-2020-22044,FFmpeg,40dfd623632ed22bf3c98465ae3e68fcb1f31200,resolved,,1,True,False,True,commit_node_from_git_log_all,
